Point_ID,tratamiento,Year,Date,Red,NIR,NDVI,SAVI
86,sector no restaurado,2014,2014-04-02,0.249,0.327,0.135,0.108
86,sector no restaurado,2014,2014-04-03,0.166,0.212,0.122,0.079
86,sector no restaurado,2014,2014-04-04,0.23,0.27,0.081,0.061
86,sector no restaurado,2014,2014-04-05,0.788,0.771,-0.011,-0.013
86,sector no restaurado,2014,2014-04-06,0.199,0.205,0.016,0.011
86,sector no restaurado,2014,2014-04-07,,,,
86,sector no restaurado,2014,2014-04-08,0.193,0.238,0.104,0.072
86,sector no restaurado,2014,2014-04-09,0.245,0.317,0.129,0.103
86,sector no restaurado,2014,2014-04-10,0.18,0.227,0.114,0.077
86,sector no restaurado,2014,2014-04-11,0.213,0.27,0.118,0.087
86,sector no restaurado,2014,2014-04-12,0.16,0.199,0.107,0.067
86,sector no restaurado,2014,2014-04-13,0.207,0.265,0.122,0.089
86,sector no restaurado,2014,2014-04-14,0.163,0.21,0.127,0.081
86,sector no restaurado,2014,2014-04-15,0.181,0.229,0.118,0.08
86,sector no restaurado,2014,2014-04-16,0.267,0.339,0.12,0.098
86,sector no restaurado,2014,2014-04-17,0.157,0.213,0.151,0.096
86,sector no restaurado,2014,2014-04-18,0.238,0.306,0.125,0.098
86,sector no restaurado,2014,2014-04-19,0.16,0.207,0.129,0.082
86,sector no restaurado,2014,2014-04-20,0.2,0.26,0.13,0.093
86,sector no restaurado,2014,2014-04-21,0.152,0.192,0.117,0.072
86,sector no restaurado,2014,2014-04-22,0.189,0.243,0.124,0.086
86,sector no restaurado,2014,2014-04-23,,,,
86,sector no restaurado,2014,2014-04-24,0.289,0.299,0.017,0.014
86,sector no restaurado,2014,2014-04-25,0.239,0.308,0.127,0.099
86,sector no restaurado,2014,2014-04-26,0.176,0.232,0.138,0.093
86,sector no restaurado,2014,2014-04-27,0.412,0.424,0.014,0.013
86,sector no restaurado,2014,2014-04-28,0.161,0.201,0.112,0.07
86,sector no restaurado,2014,2014-04-29,0.389,0.403,0.018,0.016
86,sector no restaurado,2014,2014-04-30,0.155,0.199,0.123,0.077
86,sector no restaurado,2014,2014-05-01,0.198,0.246,0.109,0.077
86,sector no restaurado,2014,2014-05-02,0.24,0.312,0.13,0.102
86,sector no restaurado,2014,2014-05-03,0.157,0.21,0.146,0.093
86,sector no restaurado,2014,2014-05-04,0.248,0.321,0.128,0.102
86,sector no restaurado,2014,2014-05-05,0.16,0.21,0.133,0.085
86,sector no restaurado,2014,2014-05-06,0.219,0.288,0.137,0.104
86,sector no restaurado,2014,2014-05-07,0.173,0.22,0.119,0.079
86,sector no restaurado,2014,2014-05-08,0.168,0.227,0.149,0.099
86,sector no restaurado,2014,2014-05-09,,,,
86,sector no restaurado,2014,2014-05-10,0.149,0.205,0.156,0.097
86,sector no restaurado,2014,2014-05-11,0.403,0.438,0.041,0.038
86,sector no restaurado,2014,2014-05-12,0.115,0.142,0.105,0.053
86,sector no restaurado,2014,2014-05-13,0.228,0.289,0.117,0.089
86,sector no restaurado,2014,2014-05-14,0.167,0.208,0.109,0.07
86,sector no restaurado,2014,2014-05-15,0.191,0.253,0.138,0.098
86,sector no restaurado,2014,2014-05-16,0.178,0.225,0.116,0.078
86,sector no restaurado,2014,2014-05-17,0.165,0.219,0.141,0.092
86,sector no restaurado,2014,2014-05-18,0.253,0.322,0.119,0.096
86,sector no restaurado,2014,2014-05-19,0.172,0.223,0.13,0.086
86,sector no restaurado,2014,2014-05-20,0.244,0.307,0.114,0.09
86,sector no restaurado,2014,2014-05-21,0.158,0.19,0.092,0.057
86,sector no restaurado,2014,2014-05-22,0.586,0.585,-0.001,-0.001
86,sector no restaurado,2014,2014-05-23,0.798,0.802,0.002,0.002
86,sector no restaurado,2014,2014-05-24,0.828,0.82,-0.005,-0.006
86,sector no restaurado,2014,2014-05-25,,,,
86,sector no restaurado,2014,2014-05-26,0.184,0.234,0.119,0.081
86,sector no restaurado,2014,2014-05-27,0.402,0.433,0.037,0.035
86,sector no restaurado,2014,2014-05-28,0.154,0.204,0.14,0.088
86,sector no restaurado,2014,2014-05-29,0.217,0.274,0.117,0.087
86,sector no restaurado,2014,2014-05-30,0.595,0.606,0.01,0.01
86,sector no restaurado,2014,2014-05-31,0.188,0.243,0.129,0.089
86,sector no restaurado,2014,2014-06-01,0.157,0.204,0.13,0.082
86,sector no restaurado,2014,2014-06-02,0.164,0.214,0.133,0.086
86,sector no restaurado,2014,2014-06-03,0.067,0.089,0.142,0.051
86,sector no restaurado,2014,2014-06-04,0.136,0.152,0.057,0.031
86,sector no restaurado,2014,2014-06-05,0.231,0.294,0.12,0.092
86,sector no restaurado,2014,2014-06-06,0.202,0.241,0.088,0.062
86,sector no restaurado,2014,2014-06-07,0.203,0.257,0.119,0.085
86,sector no restaurado,2014,2014-06-08,0.184,0.228,0.107,0.073
86,sector no restaurado,2014,2014-06-09,0.201,0.249,0.106,0.076
86,sector no restaurado,2014,2014-06-10,,,,
86,sector no restaurado,2014,2014-06-11,0.174,0.22,0.118,0.078
86,sector no restaurado,2014,2014-06-12,0.728,0.736,0.006,0.006
86,sector no restaurado,2014,2014-06-13,0.166,0.217,0.134,0.087
86,sector no restaurado,2014,2014-06-14,0.221,0.282,0.12,0.091
86,sector no restaurado,2014,2014-06-15,0.171,0.215,0.114,0.074
86,sector no restaurado,2014,2014-06-16,0.197,0.247,0.114,0.08
86,sector no restaurado,2014,2014-06-17,0.166,0.205,0.104,0.067
86,sector no restaurado,2014,2014-06-18,0.184,0.229,0.107,0.072
86,sector no restaurado,2014,2014-06-19,0.262,0.337,0.125,0.102
86,sector no restaurado,2014,2014-06-20,0.167,0.215,0.126,0.082
86,sector no restaurado,2014,2014-06-21,0.211,0.269,0.121,0.089
86,sector no restaurado,2014,2014-06-22,0.149,0.189,0.118,0.072
86,sector no restaurado,2014,2014-06-23,0.217,0.272,0.113,0.084
86,sector no restaurado,2014,2014-06-24,0.187,0.238,0.121,0.083
86,sector no restaurado,2014,2014-06-25,0.192,0.248,0.128,0.09
86,sector no restaurado,2014,2014-06-26,,,,
86,sector no restaurado,2014,2014-06-27,0.162,0.212,0.134,0.086
86,sector no restaurado,2014,2014-06-28,0.225,0.285,0.118,0.089
86,sector no restaurado,2014,2014-06-29,0.173,0.216,0.112,0.073
86,sector no restaurado,2014,2014-06-30,0.243,0.31,0.121,0.095
86,sector no restaurado,2014,2014-07-01,0.173,0.214,0.107,0.07
86,sector no restaurado,2014,2014-07-02,0.192,0.25,0.132,0.093
86,sector no restaurado,2014,2014-07-03,0.18,0.224,0.108,0.072
86,sector no restaurado,2014,2014-07-04,0.403,0.436,0.039,0.037
86,sector no restaurado,2014,2014-07-05,0.249,0.32,0.123,0.098
86,sector no restaurado,2014,2014-07-06,0.182,0.226,0.107,0.072
86,sector no restaurado,2014,2014-07-07,0.692,0.684,-0.005,-0.006
86,sector no restaurado,2014,2014-07-08,0.217,0.264,0.097,0.071
86,sector no restaurado,2014,2014-07-09,0.202,0.259,0.122,0.088
86,sector no restaurado,2014,2014-07-10,0.472,0.485,0.014,0.014
86,sector no restaurado,2014,2014-07-11,0.199,0.246,0.106,0.075
86,sector no restaurado,2014,2014-07-12,,,,
86,sector no restaurado,2014,2014-07-13,0.184,0.227,0.105,0.071
86,sector no restaurado,2014,2014-07-14,0.238,0.3,0.116,0.09
86,sector no restaurado,2014,2014-07-15,0.184,0.237,0.126,0.087
86,sector no restaurado,2014,2014-07-16,0.211,0.27,0.122,0.089
86,sector no restaurado,2014,2014-07-17,0.172,0.214,0.11,0.072
86,sector no restaurado,2014,2014-07-18,0.187,0.242,0.127,0.088
86,sector no restaurado,2014,2014-07-19,0.191,0.234,0.101,0.07
86,sector no restaurado,2014,2014-07-20,0.175,0.225,0.126,0.084
86,sector no restaurado,2014,2014-07-21,0.245,0.305,0.11,0.086
86,sector no restaurado,2014,2014-07-22,0.156,0.196,0.113,0.07
86,sector no restaurado,2014,2014-07-23,0.254,0.32,0.115,0.092
86,sector no restaurado,2014,2014-07-24,0.17,0.218,0.124,0.081
86,sector no restaurado,2014,2014-07-25,0.211,0.258,0.1,0.072
86,sector no restaurado,2014,2014-07-26,0.191,0.234,0.101,0.069
86,sector no restaurado,2014,2014-07-27,0.189,0.238,0.114,0.079
86,sector no restaurado,2014,2014-07-28,,,,
86,sector no restaurado,2014,2014-07-29,0.192,0.237,0.105,0.072
86,sector no restaurado,2014,2014-07-30,0.26,0.304,0.079,0.063
86,sector no restaurado,2014,2014-07-31,0.229,0.252,0.048,0.035
86,sector no restaurado,2014,2014-08-01,0.202,0.254,0.113,0.081
86,sector no restaurado,2014,2014-08-02,0.189,0.24,0.118,0.082
86,sector no restaurado,2014,2014-08-03,0.178,0.232,0.132,0.089
86,sector no restaurado,2014,2014-08-04,0.161,0.194,0.095,0.059
86,sector no restaurado,2014,2014-08-05,0.187,0.232,0.108,0.074
86,sector no restaurado,2014,2014-08-06,0.236,0.298,0.117,0.09
86,sector no restaurado,2014,2014-08-07,0.164,0.216,0.135,0.088
86,sector no restaurado,2014,2014-08-08,0.298,0.322,0.039,0.033
86,sector no restaurado,2014,2014-08-09,0.149,0.222,0.199,0.127
86,sector no restaurado,2014,2014-08-10,0.21,0.259,0.105,0.076
86,sector no restaurado,2014,2014-08-11,0.181,0.224,0.106,0.071
86,sector no restaurado,2014,2014-08-12,0.182,0.231,0.118,0.08
86,sector no restaurado,2014,2014-08-13,,,,
86,sector no restaurado,2014,2014-08-14,0.459,0.465,0.007,0.007
86,sector no restaurado,2014,2014-08-15,0.244,0.31,0.12,0.095
86,sector no restaurado,2014,2014-08-16,0.767,0.795,0.018,0.02
86,sector no restaurado,2014,2014-08-17,0.211,0.264,0.112,0.082
86,sector no restaurado,2014,2014-08-18,0.17,0.212,0.11,0.071
86,sector no restaurado,2014,2014-08-19,0.195,0.245,0.113,0.08
86,sector no restaurado,2014,2014-08-20,0.162,0.197,0.097,0.061
86,sector no restaurado,2014,2014-08-21,0.19,0.237,0.109,0.075
86,sector no restaurado,2014,2014-08-22,0.246,0.308,0.112,0.088
86,sector no restaurado,2014,2014-08-23,0.164,0.212,0.127,0.082
86,sector no restaurado,2014,2014-08-24,0.246,0.311,0.116,0.092
86,sector no restaurado,2014,2014-08-25,0.184,0.225,0.101,0.068
86,sector no restaurado,2014,2014-08-26,0.226,0.279,0.104,0.079
86,sector no restaurado,2014,2014-08-27,0.173,0.209,0.093,0.061
86,sector no restaurado,2014,2014-08-28,0.623,0.625,0.001,0.001
86,sector no restaurado,2014,2014-08-29,,,,
86,sector no restaurado,2014,2014-08-30,0.182,0.235,0.127,0.087
86,sector no restaurado,2014,2014-08-31,0.22,0.237,0.035,0.025
86,sector no restaurado,2014,2014-09-01,0.171,0.219,0.125,0.082
86,sector no restaurado,2014,2014-09-02,0.246,0.31,0.115,0.091
86,sector no restaurado,2014,2014-09-03,0.181,0.223,0.104,0.07
86,sector no restaurado,2014,2014-09-04,0.231,0.289,0.111,0.085
86,sector no restaurado,2014,2014-09-05,0.174,0.213,0.101,0.066
86,sector no restaurado,2014,2014-09-06,0.19,0.239,0.112,0.078
86,sector no restaurado,2014,2014-09-07,0.267,0.334,0.111,0.091
86,sector no restaurado,2014,2014-09-08,0.183,0.227,0.106,0.071
86,sector no restaurado,2014,2014-09-09,0.23,0.276,0.092,0.069
86,sector no restaurado,2014,2014-09-10,0.173,0.214,0.105,0.069
86,sector no restaurado,2014,2014-09-11,0.245,0.311,0.117,0.093
86,sector no restaurado,2014,2014-09-12,0.166,0.203,0.1,0.064
86,sector no restaurado,2014,2014-09-13,0.216,0.26,0.091,0.067
86,sector no restaurado,2014,2014-09-14,,,,
86,sector no restaurado,2014,2014-09-15,0.176,0.222,0.115,0.077
86,sector no restaurado,2014,2014-09-16,0.187,0.228,0.099,0.067
86,sector no restaurado,2014,2014-09-17,0.702,0.698,-0.003,-0.003
86,sector no restaurado,2014,2014-09-18,0.228,0.282,0.106,0.08
86,sector no restaurado,2014,2014-09-19,0.173,0.213,0.103,0.067
86,sector no restaurado,2014,2014-09-20,0.214,0.263,0.103,0.075
86,sector no restaurado,2014,2014-09-21,0.163,0.196,0.093,0.058
86,sector no restaurado,2014,2014-09-22,0.18,0.229,0.12,0.081
86,sector no restaurado,2014,2014-09-23,0.26,0.32,0.103,0.083
86,sector no restaurado,2014,2014-09-24,0.171,0.214,0.111,0.072
86,sector no restaurado,2014,2014-09-25,0.251,0.313,0.111,0.088
86,sector no restaurado,2014,2014-09-26,0.175,0.209,0.088,0.058
86,sector no restaurado,2014,2014-09-27,0.235,0.299,0.12,0.093
86,sector no restaurado,2014,2014-09-28,0.161,0.195,0.095,0.059
86,sector no restaurado,2014,2014-09-29,0.218,0.263,0.095,0.07
86,sector no restaurado,2014,2014-09-30,,,,
86,sector no restaurado,2014,2014-10-01,0.168,0.219,0.133,0.087
86,sector no restaurado,2014,2014-10-02,0.444,0.442,-0.002,-0.002
86,sector no restaurado,2014,2014-10-03,0.464,0.464,0.0,0.0
86,sector no restaurado,2014,2014-10-04,0.25,0.313,0.113,0.09
86,sector no restaurado,2014,2014-10-05,0.169,0.204,0.094,0.06
86,sector no restaurado,2014,2014-10-06,0.222,0.286,0.126,0.095
86,sector no restaurado,2014,2014-10-07,0.151,0.184,0.099,0.059
86,sector no restaurado,2014,2014-10-08,0.183,0.234,0.122,0.083
86,sector no restaurado,2014,2014-10-09,0.313,0.383,0.101,0.088
86,sector no restaurado,2014,2014-10-10,0.169,0.213,0.115,0.075
86,sector no restaurado,2014,2014-10-11,0.261,0.322,0.104,0.084
86,sector no restaurado,2014,2014-10-12,0.169,0.201,0.089,0.057
86,sector no restaurado,2014,2014-10-13,0.268,0.316,0.082,0.067
86,sector no restaurado,2014,2014-10-14,0.205,0.252,0.103,0.074
86,sector no restaurado,2014,2014-10-15,0.58,0.583,0.002,0.003
86,sector no restaurado,2014,2014-10-16,,,,
86,sector no restaurado,2014,2014-10-17,0.58,0.58,0.0,0.0
86,sector no restaurado,2014,2014-10-18,0.756,0.794,0.024,0.028
86,sector no restaurado,2014,2014-10-19,0.048,0.06,0.109,0.029
86,sector no restaurado,2014,2014-10-20,0.285,0.346,0.095,0.08
86,sector no restaurado,2014,2014-10-21,0.361,0.376,0.02,0.017
86,sector no restaurado,2014,2014-10-22,0.3,0.336,0.057,0.048
86,sector no restaurado,2014,2014-10-23,0.14,0.181,0.128,0.075
86,sector no restaurado,2014,2014-10-24,0.232,0.277,0.088,0.067
86,sector no restaurado,2014,2014-10-25,0.289,0.358,0.107,0.09
86,sector no restaurado,2014,2014-10-26,0.161,0.209,0.128,0.082
86,sector no restaurado,2014,2014-10-27,0.261,0.316,0.094,0.076
86,sector no restaurado,2014,2014-10-28,0.407,0.432,0.03,0.028
86,sector no restaurado,2014,2014-10-29,0.243,0.302,0.109,0.085
86,sector no restaurado,2014,2014-10-30,0.151,0.187,0.104,0.063
86,sector no restaurado,2014,2014-10-31,0.212,0.264,0.109,0.079
86,sector no restaurado,2014,2014-11-01,,,,
86,sector no restaurado,2014,2014-11-02,0.176,0.234,0.141,0.095
86,sector no restaurado,2014,2014-11-03,0.293,0.365,0.109,0.093
86,sector no restaurado,2014,2014-11-04,0.159,0.204,0.125,0.079
86,sector no restaurado,2014,2014-11-05,0.294,0.363,0.105,0.09
86,sector no restaurado,2014,2014-11-06,0.163,0.2,0.102,0.064
86,sector no restaurado,2014,2014-11-07,0.387,0.397,0.013,0.012
86,sector no restaurado,2014,2014-11-08,0.16,0.195,0.099,0.061
86,sector no restaurado,2014,2014-11-09,0.194,0.242,0.11,0.077
86,sector no restaurado,2014,2014-11-10,0.344,0.422,0.102,0.092
86,sector no restaurado,2014,2014-11-11,0.168,0.22,0.135,0.088
86,sector no restaurado,2014,2014-11-12,0.29,0.356,0.101,0.085
86,sector no restaurado,2014,2014-11-13,0.208,0.248,0.087,0.062
86,sector no restaurado,2014,2014-11-14,0.448,0.471,0.024,0.024
86,sector no restaurado,2014,2014-11-15,0.192,0.241,0.113,0.079
86,sector no restaurado,2014,2014-11-16,0.193,0.25,0.131,0.092
86,sector no restaurado,2014,2014-11-17,,,,
86,sector no restaurado,2014,2014-11-18,0.136,0.184,0.149,0.087
86,sector no restaurado,2014,2014-11-19,0.269,0.338,0.113,0.093
86,sector no restaurado,2014,2014-11-20,0.159,0.203,0.122,0.077
86,sector no restaurado,2014,2014-11-21,0.242,0.3,0.107,0.084
86,sector no restaurado,2014,2014-11-22,0.166,0.208,0.114,0.073
86,sector no restaurado,2014,2014-11-23,0.246,0.307,0.111,0.088
86,sector no restaurado,2014,2014-11-24,0.18,0.222,0.106,0.071
86,sector no restaurado,2014,2014-11-25,0.198,0.263,0.141,0.101
86,sector no restaurado,2014,2014-11-26,0.275,0.349,0.119,0.099
86,sector no restaurado,2014,2014-11-27,0.176,0.221,0.113,0.075
86,sector no restaurado,2014,2014-11-28,0.25,0.31,0.107,0.085
86,sector no restaurado,2014,2014-11-29,0.16,0.202,0.116,0.073
86,sector no restaurado,2014,2014-11-30,0.286,0.36,0.114,0.097
86,sector no restaurado,2014,2014-12-01,0.166,0.214,0.125,0.081
86,sector no restaurado,2014,2014-12-02,0.222,0.276,0.108,0.081
86,sector no restaurado,2014,2014-12-03,,,,
86,sector no restaurado,2014,2014-12-04,0.197,0.253,0.125,0.089
86,sector no restaurado,2014,2014-12-05,0.655,0.652,-0.002,-0.002
86,sector no restaurado,2014,2014-12-06,0.573,0.598,0.021,0.022
86,sector no restaurado,2014,2014-12-07,0.607,0.619,0.01,0.011
86,sector no restaurado,2014,2014-12-08,0.688,0.685,-0.002,-0.002
86,sector no restaurado,2014,2014-12-09,0.251,0.317,0.115,0.092
86,sector no restaurado,2014,2014-12-10,0.251,0.286,0.066,0.052
86,sector no restaurado,2014,2014-12-11,0.156,0.205,0.135,0.085
86,sector no restaurado,2014,2014-12-12,0.276,0.349,0.117,0.098
86,sector no restaurado,2014,2014-12-13,0.172,0.229,0.141,0.094
86,sector no restaurado,2014,2014-12-14,0.393,0.403,0.013,0.012
86,sector no restaurado,2014,2014-12-15,0.212,0.264,0.11,0.08
86,sector no restaurado,2014,2014-12-16,0.245,0.315,0.125,0.099
86,sector no restaurado,2014,2014-12-17,0.154,0.196,0.119,0.074
86,sector no restaurado,2014,2014-12-18,0.221,0.277,0.113,0.084
86,sector no restaurado,2014,2014-12-19,,,,
86,sector no restaurado,2014,2014-12-20,0.175,0.229,0.134,0.09
86,sector no restaurado,2014,2014-12-21,0.249,0.31,0.11,0.087
86,sector no restaurado,2014,2014-12-22,0.173,0.218,0.114,0.075
86,sector no restaurado,2014,2014-12-23,0.251,0.322,0.123,0.098
86,sector no restaurado,2014,2014-12-24,0.173,0.223,0.126,0.083
86,sector no restaurado,2014,2014-12-25,0.25,0.322,0.126,0.101
86,sector no restaurado,2014,2014-12-26,0.151,0.193,0.122,0.074
86,sector no restaurado,2014,2014-12-27,0.207,0.276,0.143,0.105
86,sector no restaurado,2014,2014-12-28,0.276,0.35,0.117,0.098
86,sector no restaurado,2014,2014-12-29,0.167,0.217,0.13,0.085
86,sector no restaurado,2014,2014-12-30,0.263,0.334,0.12,0.098
86,sector no restaurado,2014,2014-12-31,0.16,0.204,0.119,0.075
493,control 2,2015,2015-01-01,0.306,0.387,0.117,0.102
493,control 2,2015,2015-01-02,0.215,0.284,0.137,0.103
493,control 2,2015,2015-01-03,0.281,0.405,0.181,0.157
493,control 2,2015,2015-01-04,0.184,0.277,0.203,0.146
493,control 2,2015,2015-01-05,,,,
493,control 2,2015,2015-01-06,0.262,0.392,0.198,0.168
493,control 2,2015,2015-01-07,0.175,0.237,0.152,0.103
493,control 2,2015,2015-01-08,0.3,0.417,0.162,0.143
493,control 2,2015,2015-01-09,0.165,0.249,0.204,0.138
493,control 2,2015,2015-01-10,0.299,0.393,0.135,0.118
493,control 2,2015,2015-01-11,0.177,0.279,0.223,0.159
493,control 2,2015,2015-01-12,0.336,0.389,0.074,0.066
493,control 2,2015,2015-01-13,0.202,0.32,0.226,0.173
493,control 2,2015,2015-01-14,0.336,0.357,0.03,0.026
493,control 2,2015,2015-01-15,0.357,0.417,0.078,0.071
493,control 2,2015,2015-01-16,0.163,0.214,0.136,0.088
493,control 2,2015,2015-01-17,0.349,0.443,0.119,0.109
493,control 2,2015,2015-01-18,0.028,0.043,0.216,0.04
493,control 2,2015,2015-01-19,0.31,0.368,0.085,0.073
493,control 2,2015,2015-01-20,0.272,0.301,0.052,0.042
493,control 2,2015,2015-01-21,,,,
493,control 2,2015,2015-01-22,0.218,0.331,0.206,0.162
493,control 2,2015,2015-01-23,0.562,0.572,0.009,0.009
493,control 2,2015,2015-01-24,0.73,0.783,0.035,0.039
493,control 2,2015,2015-01-25,0.154,0.23,0.199,0.13
493,control 2,2015,2015-01-26,0.296,0.386,0.132,0.114
493,control 2,2015,2015-01-27,0.184,0.261,0.173,0.122
493,control 2,2015,2015-01-28,0.35,0.468,0.144,0.134
493,control 2,2015,2015-01-29,0.24,0.363,0.204,0.167
493,control 2,2015,2015-01-30,0.462,0.469,0.007,0.007
493,control 2,2015,2015-01-31,0.248,0.323,0.132,0.105
493,control 2,2015,2015-02-01,0.046,0.06,0.132,0.035
493,control 2,2015,2015-02-02,0.43,0.478,0.053,0.052
493,control 2,2015,2015-02-03,0.157,0.233,0.194,0.127
493,control 2,2015,2015-02-04,0.253,0.326,0.126,0.102
493,control 2,2015,2015-02-05,0.207,0.275,0.142,0.104
493,control 2,2015,2015-02-06,,,,
493,control 2,2015,2015-02-07,0.461,0.506,0.047,0.046
493,control 2,2015,2015-02-08,0.152,0.226,0.194,0.126
493,control 2,2015,2015-02-09,0.263,0.382,0.185,0.157
493,control 2,2015,2015-02-10,0.166,0.227,0.156,0.103
493,control 2,2015,2015-02-11,0.413,0.454,0.048,0.046
493,control 2,2015,2015-02-12,0.17,0.258,0.205,0.142
493,control 2,2015,2015-02-13,0.336,0.484,0.181,0.169
493,control 2,2015,2015-02-14,0.209,0.313,0.201,0.154
493,control 2,2015,2015-02-15,0.135,0.196,0.183,0.11
493,control 2,2015,2015-02-16,0.249,0.368,0.192,0.159
493,control 2,2015,2015-02-17,0.127,0.197,0.214,0.126
493,control 2,2015,2015-02-18,0.273,0.376,0.159,0.135
493,control 2,2015,2015-02-19,,,,
493,control 2,2015,2015-02-20,0.284,0.382,0.147,0.126
493,control 2,2015,2015-02-21,0.177,0.284,0.232,0.167
493,control 2,2015,2015-02-22,,,,
493,control 2,2015,2015-02-23,0.234,0.296,0.117,0.09
493,control 2,2015,2015-02-24,0.148,0.22,0.195,0.124
493,control 2,2015,2015-02-25,,,,
493,control 2,2015,2015-02-26,0.161,0.244,0.206,0.138
493,control 2,2015,2015-02-27,0.266,0.379,0.176,0.148
493,control 2,2015,2015-02-28,0.189,0.245,0.13,0.091
493,control 2,2015,2015-03-01,0.278,0.42,0.204,0.178
493,control 2,2015,2015-03-02,0.197,0.269,0.154,0.112
493,control 2,2015,2015-03-03,0.139,0.199,0.177,0.107
493,control 2,2015,2015-03-04,,,,
493,control 2,2015,2015-03-05,0.152,0.226,0.195,0.126
493,control 2,2015,2015-03-06,0.254,0.372,0.189,0.158
493,control 2,2015,2015-03-07,0.116,0.173,0.198,0.109
493,control 2,2015,2015-03-08,0.286,0.408,0.176,0.153
493,control 2,2015,2015-03-09,0.177,0.248,0.168,0.116
493,control 2,2015,2015-03-10,,,,
493,control 2,2015,2015-03-11,0.212,0.327,0.213,0.166
493,control 2,2015,2015-03-12,0.14,0.198,0.17,0.103
493,control 2,2015,2015-03-13,0.251,0.33,0.135,0.109
493,control 2,2015,2015-03-14,0.156,0.223,0.177,0.115
493,control 2,2015,2015-03-15,0.347,0.418,0.093,0.084
493,control 2,2015,2015-03-16,0.156,0.235,0.204,0.134
493,control 2,2015,2015-03-17,0.253,0.402,0.227,0.193
493,control 2,2015,2015-03-18,0.173,0.268,0.214,0.151
493,control 2,2015,2015-03-19,0.491,0.51,0.019,0.019
493,control 2,2015,2015-03-20,0.207,0.311,0.201,0.153
493,control 2,2015,2015-03-21,0.427,0.459,0.036,0.035
493,control 2,2015,2015-03-22,0.242,0.308,0.12,0.094
493,control 2,2015,2015-03-23,0.181,0.259,0.178,0.125
493,control 2,2015,2015-03-24,0.281,0.378,0.148,0.126
493,control 2,2015,2015-03-25,0.792,0.787,-0.004,-0.004
493,control 2,2015,2015-03-26,,,,
493,control 2,2015,2015-03-27,0.426,0.484,0.063,0.061
493,control 2,2015,2015-03-28,0.603,0.599,-0.003,-0.004
493,control 2,2015,2015-03-29,0.255,0.337,0.139,0.113
493,control 2,2015,2015-03-30,0.165,0.233,0.171,0.113
493,control 2,2015,2015-03-31,0.277,0.338,0.099,0.082
493,control 2,2015,2015-04-01,0.164,0.249,0.204,0.139
493,control 2,2015,2015-04-02,0.265,0.345,0.131,0.108
493,control 2,2015,2015-04-03,0.201,0.289,0.18,0.134
493,control 2,2015,2015-04-04,0.144,0.213,0.191,0.119
493,control 2,2015,2015-04-05,0.218,0.323,0.194,0.151
493,control 2,2015,2015-04-06,0.147,0.201,0.153,0.094
493,control 2,2015,2015-04-07,0.218,0.312,0.177,0.137
493,control 2,2015,2015-04-08,0.169,0.251,0.195,0.133
493,control 2,2015,2015-04-09,0.242,0.354,0.187,0.152
493,control 2,2015,2015-04-10,0.161,0.228,0.171,0.112
493,control 2,2015,2015-04-11,,,,
493,control 2,2015,2015-04-12,0.183,0.279,0.208,0.15
493,control 2,2015,2015-04-13,0.148,0.21,0.176,0.11
493,control 2,2015,2015-04-14,0.208,0.272,0.132,0.097
493,control 2,2015,2015-04-15,0.172,0.252,0.188,0.129
493,control 2,2015,2015-04-16,0.218,0.288,0.137,0.103
493,control 2,2015,2015-04-17,0.173,0.259,0.199,0.138
493,control 2,2015,2015-04-18,0.319,0.367,0.069,0.06
493,control 2,2015,2015-04-19,0.173,0.26,0.201,0.14
493,control 2,2015,2015-04-20,0.138,0.195,0.17,0.102
493,control 2,2015,2015-04-21,0.183,0.257,0.167,0.117
493,control 2,2015,2015-04-22,,,,
493,control 2,2015,2015-04-23,0.212,0.288,0.151,0.113
493,control 2,2015,2015-04-24,0.152,0.212,0.165,0.104
493,control 2,2015,2015-04-25,0.213,0.282,0.139,0.104
493,control 2,2015,2015-04-26,0.152,0.217,0.174,0.111
493,control 2,2015,2015-04-27,,,,
493,control 2,2015,2015-04-28,0.167,0.223,0.145,0.095
493,control 2,2015,2015-04-29,0.149,0.207,0.163,0.101
493,control 2,2015,2015-04-30,0.223,0.308,0.162,0.125
493,control 2,2015,2015-05-01,0.15,0.206,0.157,0.098
493,control 2,2015,2015-05-02,0.225,0.321,0.174,0.137
493,control 2,2015,2015-05-03,0.233,0.314,0.148,0.116
493,control 2,2015,2015-05-04,0.221,0.299,0.149,0.114
493,control 2,2015,2015-05-05,0.161,0.205,0.122,0.077
493,control 2,2015,2015-05-06,0.139,0.188,0.15,0.089
493,control 2,2015,2015-05-07,0.178,0.243,0.155,0.106
493,control 2,2015,2015-05-08,0.144,0.194,0.148,0.089
493,control 2,2015,2015-05-09,0.219,0.301,0.158,0.121
493,control 2,2015,2015-05-10,0.183,0.258,0.171,0.12
493,control 2,2015,2015-05-11,0.246,0.342,0.163,0.132
493,control 2,2015,2015-05-12,0.148,0.215,0.185,0.117
493,control 2,2015,2015-05-13,,,,
493,control 2,2015,2015-05-14,0.166,0.235,0.174,0.116
493,control 2,2015,2015-05-15,0.141,0.192,0.153,0.092
493,control 2,2015,2015-05-16,0.213,0.295,0.161,0.122
493,control 2,2015,2015-05-17,0.159,0.222,0.164,0.106
493,control 2,2015,2015-05-18,0.217,0.301,0.162,0.124
